Filename,Pin,Direction,Max rise time,Max fall time,Worst Transition,Limit,Slack
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,diode443931/A,in,0.616898,0.554002,0.616898,0.200000,0.41689799999999994
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_394/A,in,0.616885,0.553996,0.616885,0.200000,0.416885
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,diode445107/A,in,0.601421,0.590405,0.601421,0.200000,0.401421
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_383/A,in,0.601424,0.590407,0.601424,0.200000,0.40142399999999995
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,diode445110/A,in,0.556743,0.521615,0.556743,0.200000,0.356743
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_388/A,in,0.556747,0.521618,0.556747,0.200000,0.356747
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,esi_dft_occ_wrap_SERDES_scan_clk_ln3_rx_i/pll_clk_ATibuf_i101/A,in,0.493986,0.495539,0.495539,0.200000,0.295539
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_384/A,in,0.486950,0.465782,0.48695,0.200000,0.28695
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,diode457333/A,in,0.486937,0.465781,0.486937,0.200000,0.286937
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_393/A,in,0.481175,0.476340,0.481175,0.200000,0.281175
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,diode445111/A,in,0.481172,0.476337,0.481172,0.200000,0.281172
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_390/A,in,0.475287,0.458497,0.475287,0.200000,0.275287
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,diode445106/A,in,0.475277,0.458477,0.475277,0.200000,0.275277
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/BLOCK_BUFFER_IN_CLK_23/A,in,0.410906,0.412099,0.412099,0.200000,0.21209899999999998
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/serdes_s4_crm_lifc_u0/npe_synchronizer_u3/SDFFYRPQ2D_INST_3__SDFFYRPQ2D/D,in,0.409075,0.409234,0.409234,0.200000,0.20923399999999998
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/serdes_s4_crm_lifc_u0/U11/A0,in,0.409105,0.409219,0.409219,0.200000,0.209219
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,esi_dft_occ_wrap_SERDES_scan_clk_pll2ref_i/pll_clk_ATibuf_i101/A,in,0.365190,0.362577,0.36519,0.200000,0.16519
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/BLOCK_BUFFER_IN_CLK_22/A,in,0.338974,0.344784,0.344784,0.200000,0.14478399999999997
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/BLOCK_BUFFER_IN_CLK_19/A,in,0.342517,0.342704,0.342704,0.200000,0.142704
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/i_dpl/RO_ropt_d_inst_322391/Y,out,0.324798,0.195510,0.324798,0.200000,0.12479799999999996
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/i_dpl/RO_ropt_d_inst_322352/Y,out,0.318844,0.199966,0.318844,0.200000,0.118844
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,cfg/cfg_pcie_top/pcie_wrapper_u0/u_pma/ATBSP,inout,0.312715,0.312715,0.312715,0.200000,0.11271500000000001
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,cfg/cfg_pcie_top/pcie_wrapper_u0/u_pcs_lane1_wrapper/u_pcs_pcie_core/i_pcs_pcie_lane_control0/RO_ropt_mt_inst_447082/A,in,0.309982,0.312060,0.31206,0.200000,0.11205999999999999
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,cfg/cfg_pcie_top/pcie_wrapper_u0/u_pma/ATBSN,inout,0.294830,0.294830,0.29483,0.200000,0.09482999999999997
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_89_/SI,in,0.265019,0.160714,0.265019,0.200000,0.065019
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_88_/SI,in,0.265019,0.160714,0.265019,0.200000,0.065019
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_87_/SI,in,0.265019,0.160714,0.265019,0.200000,0.065019
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_84_/SI,in,0.265019,0.160714,0.265019,0.200000,0.065019
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_83_/SI,in,0.265019,0.160714,0.265019,0.200000,0.065019
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_82_/SI,in,0.265019,0.160714,0.265019,0.200000,0.065019
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch88_reg/SI,in,0.265019,0.160714,0.265019,0.200000,0.065019
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch86_reg/SI,in,0.265019,0.160714,0.265019,0.200000,0.065019
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch84_reg/SI,in,0.265019,0.160714,0.265019,0.200000,0.065019
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch89_reg/SI,in,0.265019,0.160714,0.265019,0.200000,0.065019
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_85_/SI,in,0.265019,0.160714,0.265019,0.200000,0.065019
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch82_reg/SI,in,0.265019,0.160714,0.265019,0.200000,0.065019
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch87_reg/SI,in,0.265019,0.160714,0.265019,0.200000,0.065019
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch85_reg/SI,in,0.265019,0.160714,0.265019,0.200000,0.065019
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch83_reg/SI,in,0.265019,0.160714,0.265019,0.200000,0.065019
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_86_/SI,in,0.265019,0.160714,0.265019,0.200000,0.065019
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381254/A,in,0.265019,0.160714,0.265019,0.200000,0.065019
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381251/A,in,0.265019,0.160714,0.265019,0.200000,0.065019
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381265/Y,out,0.265019,0.160714,0.265019,0.200000,0.065019
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/serdes_s4_cfg_lifc_u0/U846/B,in,0.251530,0.252256,0.252256,0.200000,0.05225599999999997
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/serdes_s4_cfg_lifc_u0/U845/B,in,0.249610,0.249116,0.24961,0.200000,0.04960999999999999
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381236/A,in,0.249597,0.177208,0.249597,0.200000,0.049597
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381234/A,in,0.249597,0.177208,0.249597,0.200000,0.049597
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381237/A,in,0.249597,0.177208,0.249597,0.200000,0.049597
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381216/A,in,0.249597,0.177208,0.249597,0.200000,0.049597
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381224/A,in,0.249597,0.177208,0.249597,0.200000,0.049597
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381251/Y,out,0.249597,0.177208,0.249597,0.200000,0.049597
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381235/A,in,0.249597,0.177208,0.249597,0.200000,0.049597
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381252/Y,out,0.235424,0.141866,0.235424,0.200000,0.03542399999999998
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381247/A,in,0.235424,0.141866,0.235424,0.200000,0.03542399999999998
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/RO_ropt_mt_inst_457335/A,in,0.231245,0.229576,0.231245,0.200000,0.031244999999999995
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/mem2apb_u0/PO_BINV_R_374025/A,in,0.223496,0.128947,0.223496,0.200000,0.02349599999999999
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/mem2apb_u0/PO_BINV_R_374026/Y,out,0.223387,0.128876,0.223387,0.200000,0.02338699999999999
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,cfg/led_signal_sync_u0/PSU3_0__pulse_sampling_u3/PO_SGI23_384014/A,in,0.209331,0.204751,0.209331,0.200000,0.009330999999999978
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,cfg/led_signal_sync_u0/PSU3_0__pulse_sampling_u3/PO_SGI20_384012/Y,out,0.209286,0.204831,0.209286,0.200000,0.009285999999999989
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,cfg/led_signal_sync_u0/PSU0_14__pulse_sampling_u0/PO_SGI76_384140/A,in,0.206510,0.178213,0.20651,0.200000,0.006509999999999988
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,cfg/led_signal_sync_u0/PSU0_14__pulse_sampling_u0/PO_SGI70_384138/Y,out,0.206468,0.178139,0.206468,0.200000,0.0064680000000000015
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/Upteco_drc__December09__PTECO_DRC_BUF59/A,in,0.206347,0.169059,0.206347,0.200000,0.0063469999999999915
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/serdes_s4_cfg_lifc_u0/PO_AINV_P_80439/Y,out,0.200829,0.159377,0.200829,0.200000,0.0008289999999999964
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,cfg/cfg_pcie_top/pcie_wrapper_u0/u_pma/RXP2,in,0.200000,0.200000,0.2,0.100000,0.1
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,cfg/cfg_pcie_top/pcie_wrapper_u0/u_pma/RXP3,in,0.200000,0.200000,0.2,0.100000,0.1
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,cfg/cfg_pcie_top/pcie_wrapper_u0/u_pma/RXP2,in,0.200000,0.200000,0.2,0.100000,0.1
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,cfg/cfg_pcie_top/pcie_wrapper_u0/u_pma/RXP3,in,0.200000,0.200000,0.2,0.100000,0.1
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/BLOCK_BUFFER_IN_CLK_20/A,in,3.797090,3.806400,3.8064,0.200000,3.6064
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,esi_dft_occ_wrap_SERDES_scan_clk_ln1_rxdiv_i/pll_clk_ATibuf_i101/A,in,1.756086,1.757399,1.757399,0.200000,1.557399
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/BLOCK_BUFFER_IN_CLK_21/A,in,1.502949,1.499277,1.502949,0.200000,1.3029490000000001
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,diode445104/A,in,1.400095,1.372030,1.400095,0.200000,1.2000950000000001
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_391/A,in,1.400082,1.372026,1.400082,0.200000,1.200082
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,diode445109/A,in,1.394177,1.385653,1.394177,0.200000,1.194177
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_385/A,in,1.394172,1.385647,1.394172,0.200000,1.194172
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/BLOCK_BUFFER_IN_CLK_17/A,in,1.215524,1.213313,1.215524,0.200000,1.015524
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,diode445103/A,in,1.170101,1.102376,1.170101,0.200000,0.9701010000000001
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_386/A,in,1.170105,1.102377,1.170105,0.200000,0.970105
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,diode445105/A,in,0.954969,0.939136,0.954969,0.200000,0.754969
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_392/A,in,0.954973,0.939134,0.954973,0.200000,0.7549729999999999
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,esi_dft_occ_wrap_SERDES_scan_clk_ln2_rx_i/pll_clk_ATibuf_i101/A,in,0.894620,0.890358,0.89462,0.200000,0.69462
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,esi_dft_occ_wrap_SERDES_scan_clk_ln2_rxdiv_i/pll_clk_ATibuf_i101/A,in,0.875525,0.876267,0.876267,0.200000,0.676267
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_389/A,in,0.862183,0.812169,0.862183,0.200000,0.662183
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,diode458722/A,in,0.862182,0.812171,0.862182,0.200000,0.662182
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_387/A,in,0.770343,0.756436,0.770343,0.200000,0.570343
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,diode445108/A,in,0.770340,0.756433,0.77034,0.200000,0.5703400000000001
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_394/A,in,0.725324,0.678153,0.725324,0.200000,0.5253239999999999
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,diode443931/A,in,0.725329,0.678157,0.725329,0.200000,0.5253289999999999
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,diode445107/A,in,0.712889,0.706308,0.712889,0.200000,0.5128889999999999
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_383/A,in,0.712888,0.706308,0.712888,0.200000,0.512888
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_388/A,in,0.684231,0.661955,0.684231,0.200000,0.484231
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,diode445110/A,in,0.684225,0.661951,0.684225,0.200000,0.48422499999999996
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_384/A,in,0.591007,0.571000,0.591007,0.200000,0.39100699999999994
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,diode457333/A,in,0.590996,0.571000,0.590996,0.200000,0.39099599999999995
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_393/A,in,0.573871,0.570548,0.573871,0.200000,0.373871
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,diode445111/A,in,0.573871,0.570544,0.573871,0.200000,0.373871
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/BLOCK_BUFFER_IN_CLK_23/A,in,0.557449,0.556507,0.557449,0.200000,0.35744899999999996
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_390/A,in,0.555244,0.542717,0.555244,0.200000,0.35524399999999995
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,diode445106/A,in,0.555242,0.542697,0.555242,0.200000,0.355242
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,esi_dft_occ_wrap_SERDES_scan_clk_ln3_rx_i/pll_clk_ATibuf_i101/A,in,0.521921,0.522216,0.522216,0.200000,0.322216
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/BLOCK_BUFFER_IN_CLK_22/A,in,0.450913,0.462916,0.462916,0.200000,0.262916
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/BLOCK_BUFFER_IN_CLK_19/A,in,0.462885,0.461859,0.462885,0.200000,0.262885
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/serdes_s4_crm_lifc_u0/U11/A0,in,0.429911,0.428900,0.429911,0.200000,0.22991099999999998
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/serdes_s4_crm_lifc_u0/npe_synchronizer_u3/SDFFYRPQ2D_INST_3__SDFFYRPQ2D/D,in,0.429895,0.428890,0.429895,0.200000,0.22989500000000002
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,cfg/cfg_pcie_top/pcie_wrapper_u0/u_pma/ATBSP,inout,0.428552,0.428552,0.428552,0.200000,0.22855199999999998
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,cfg/cfg_pcie_top/pcie_wrapper_u0/u_pma/ATBSN,inout,0.399984,0.399984,0.399984,0.200000,0.199984
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,esi_dft_occ_wrap_SERDES_scan_clk_pll2ref_i/pll_clk_ATibuf_i101/A,in,0.343505,0.338700,0.343505,0.200000,0.143505
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/i_dpl/RO_ropt_d_inst_322391/Y,out,0.338493,0.242891,0.338493,0.200000,0.13849299999999998
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,cfg/cfg_pcie_top/pcie_wrapper_u0/u_pcs_lane1_wrapper/u_pcs_pcie_core/i_pcs_pcie_lane_control0/RO_ropt_mt_inst_447082/A,in,0.337280,0.337188,0.33728,0.200000,0.13728
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/i_dpl/RO_ropt_d_inst_322352/Y,out,0.336225,0.245784,0.336225,0.200000,0.13622499999999998
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/serdes_s4_cfg_lifc_u0/U845/B,in,0.318623,0.319330,0.31933,0.200000,0.11932999999999999
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_88_/SI,in,0.288428,0.188266,0.288428,0.200000,0.088428
